text,HATE,NOT,OFFN,PRFN,Race,Religion,Gender,Other,None,subtask1
florida confirmed for sand nigger latitude,1,0,0,1,1,0,0,0,0,HATE
one does not need stats all you need to know is that moslems are low iq mildly retarded savages,1,0,0,1,1,1,0,1,0,HATE
the white bitch got found guilty yes lord,0,0,1,1,1,0,1,0,0,OFFN
just hit on the back side of your railway minster jahil inshan the fat ugly gay guy most useless minster,0,0,1,1,0,0,1,0,0,OFFN
if you black and you keep screaming that ghetto you are what wrong with this country not white people,0,1,0,0,0,0,0,0,1,NOT
omg over people seen me in my towel head,0,1,0,1,0,0,0,0,1,NOT
i do not understand what bad about saying that kids with towels around their heads like turbans look like people who wear turbans is it just bad because racist assholes use the word towelhead to talk about people wearing turbans,0,0,1,1,0,1,0,0,0,OFFN
is our president mentally retarded,0,1,0,1,0,0,0,1,0,NOT
i see on google that gab is a right wing hate speech group well cock suckers like the left have created conditions for normal people who have been stomped all over for the last years and the nigger that was in the black house poured gas all over it,1,0,0,1,1,0,0,0,0,HATE
who cares about the lgbtqabcd community i do not care about who they love hate suck off want need or got to have i do not care queers,0,0,1,1,0,0,1,0,0,OFFN
my friends are like my family unless i secretly hate you,0,1,0,0,0,0,0,1,0,NOT
so why is it gay pride month and black history month do the gays have no history and the blacks have no pride or the other way around,0,0,1,1,1,0,1,0,0,OFFN
bts baby bts bitch bts bastard,0,0,1,1,0,0,0,0,0,OFFN
sand nigger rats at it again,0,0,1,1,1,0,0,0,0,OFFN
other than ted bundy i have never heard of a violent criminal voting republican republicans should be doing everything in their power to keep felons from voting and if kike judges make that impossible keeping felons in prison i am going to republicans advocating for muh prison reform is political suicide,1,0,0,1,0,1,0,0,0,HATE
the hill as always twists it up it not the religious right it the religious left that run refugee placement programs and such like the jackasses settle muzzies in paterson nj,1,0,0,1,0,1,0,1,0,HATE
taxi drivers sentenced and more suspended in newcastle for raping and grooming children why is not this headline news bbc i will tell you it is because they are all pakistani heritage muslims who single out white children to groom and rape ignored by our liberal elite,0,1,0,1,0,1,0,0,0,NOT
scrawny ass mf put a shirt on next time no one wants to see your ugly tiny white ass nips,0,1,0,1,0,0,0,0,1,NOT
lrt the loud white dude is a fucking fed right like no fucking question,0,1,0,1,0,0,0,0,1,NOT
joker ya esta en mi top versiones del joker joaquin phoenix mark hamill y heath ledger,0,1,0,1,0,0,0,0,1,NOT
how does an area become a ghetto all the white ppl move out,0,0,1,1,1,0,0,0,0,OFFN
what a good carry out spot on the eastside near van dyke,0,1,0,1,0,0,0,0,1,NOT
he will do it too nigga do not doubt him,0,1,0,1,0,0,0,0,0,NOT
that little snowflake will not handle those big diesel dykes very well actions have consequences snowflake,1,0,0,1,0,0,1,0,0,HATE
i fucking hate slow ass people at fiu bitch move that fuck out the way a nigga got class fuck,0,1,0,1,0,0,0,0,0,NOT
my cuz told me these beautiful women be eating groceries too i believe him he a nasty lil nigga,0,1,0,1,0,0,0,0,1,NOT
fearless trump records rd stock market high up since election nation you benefiting greatly in usurper ohell st term hiring his harvard egg head buddy stock market never reached a new closing high godless dems mussie ohell suck seth rich saved you from beetch,0,1,0,1,0,0,0,0,1,NOT
you wish i own my shit see it called work ethic something nigger know nothing about,1,0,0,1,1,0,0,0,0,HATE
choke on this civil war tweet author same guy who said right on target when white supremacist trump on mlk day called haiti and african countries shithole countries,0,1,0,1,0,0,0,0,0,NOT
damn you to hell mitch queer mcconell,0,0,1,1,0,0,1,0,0,OFFN
billie eilish is the mother of all depressed gay kids,0,1,0,1,0,0,1,0,0,NOT
the real bitch of this whole story,0,1,0,1,0,0,1,0,0,NOT
that is just so retarded that kid does not deserve what coming better still terminate those idiots when the kid is born they should slap the mother and put the kid in care,0,0,1,1,0,0,0,0,0,OFFN
the nigger obummer is the biggest lying fraud of all time believe me when he is exposed fully even the bernie niggers will have pitchforks and torches,1,0,0,1,1,0,0,0,0,HATE
black boy what is socialism mother that when the white man works pays taxes so that blacks illegals refugees and muslimes can have free stuff the boy said do not the white people get mad the mother said yea and that called racism,0,1,0,0,0,0,0,0,1,NOT
is it in the queer eye contract that when they are doing the wrap up at their special event they have to mention specifically in a speech that they had assistance from gay men,0,1,0,1,0,0,0,0,1,NOT
nctbase guys drop foto yg ga diwhite washed dong thanks,0,0,1,1,0,0,0,0,1,OFFN
yes world need another zhid holocaust this time not million but that infecting countries,1,0,0,1,0,1,0,0,0,HATE
sorry he a slut,0,0,1,1,0,0,1,0,0,OFFN
no pedo bashing how many times can these faggots jump the shark,1,0,0,1,0,0,1,0,0,HATE
define fair a trial with of the jury consisting of the women they raped a trial with the jury consisting of the families of the people they slaughtered a trial with the jury consisting of christians,0,1,0,1,0,1,1,0,0,NOT
ooh that awesome and those are of the ones i want i also hope to get the sketch grey top and the black and white character shirt they all look epic i would so get everything if i could right now,0,1,0,1,0,0,0,0,1,NOT
white people getting too comfortable with using the word ghetto,0,1,0,0,0,0,0,0,1,NOT
i was born ghetto you were born a bitch nigga,0,1,0,1,0,0,0,0,1,NOT
only positive is this version of cuckoldry manages to decrease this pathetic loser odds of being just another black on white murder statistic,1,0,0,1,1,0,0,0,0,HATE
why the fuck is this fatneck musclehead retard on my tl holy shit,0,0,1,1,0,0,0,0,1,OFFN
did you all know illegal immigrants and la will not get their car impounded if caught without proper documentation meanwhile my black ass first time going to jail was because the cop white girl claimed my liscence was suspended despite me having court documents showing it wasn t,0,1,0,1,0,0,0,0,1,NOT
my grandson a homosexual and i love him i love my big gay grandson,0,1,0,1,0,0,0,0,1,NOT
this hoe ain t shit she a bad mom,0,1,0,1,0,0,1,0,0,NOT
that was a mistake i can not believe moslem rebels called themselves milf was recruitment made through adult magazines want to go to war and blow something up call milf,0,1,0,1,0,0,0,0,1,NOT
what if the jews who convert to christianity kill jesus when he returns is not that a concern for christians jews love killing jesus,0,0,1,1,0,1,0,0,0,OFFN
why go to a movie to watch women steal just spend a couple of hours in family court system,0,0,1,1,0,0,1,0,0,OFFN
you claim to be a solider you should be fucking ashamed to ignore that violence is not what makes a man regulated violence makes a man,0,1,0,1,0,0,0,0,1,NOT
getting rid of the rich the businessmen and businesswomyn and whigger middle class would solve most of the problems once these inferiors can not lie steal and cheat most of their businesses will go under do not forget the jews lived in shitty smelly ghettos before being emancipated by satanic whiggers,1,0,0,1,0,1,0,0,0,HATE
do you understand the morning after pill do you understand the prevention of fertilization or do you think when a muzzie rapes a woman it really cool that she should have to live with that because it a life,1,0,0,1,0,1,0,0,0,HATE
i hate you,0,0,1,0,0,0,0,0,1,OFFN
even more things nobody told me how free were blacks in the northern us in colonial times northern freemen like slaves were required to carry passes when traveling in some places and they were forbidden to own property in others,0,1,0,1,0,0,0,0,1,NOT
fuck me i have fallen for yet another kike merry go round of circular non arguments about the holohoax a death accountant you are right you are not you are a dumb cunt now fuck off off my timeline with your horse shit,1,0,0,1,0,1,0,0,0,HATE
the average white liberal does not care white girls across europe are singled out to be raped by moslem invaders they will still support mass rd world immigration the one thing that may make them change their minds is if you tell them how these savages rape torture animals to death,1,0,0,1,0,1,0,1,0,HATE
right away back to sleep getting called retarded of off phil downy spanish egirl,0,0,1,1,0,0,0,0,0,OFFN
obama is the ultimate cuck a pretend american a pretend black man in reality a homosexual socialist mangina crypto muslim loser created by the cia trained by the saudis to destroy the strength of america,0,0,1,1,1,0,1,0,0,OFFN
now i understand why mooslims keep their women in burkha i mean so ugly hai na,0,0,1,1,0,1,0,0,0,OFFN
you honestly do not know how retarded this makes you sound do you dear,0,0,1,1,0,0,0,0,1,OFFN
we sound stupid when we talk ghetto remember white women calling jewelry bling it was embarrassing to hear my favorite is white guys wearing their pants below their asses whoever told them this was cool,0,0,1,1,1,0,1,0,0,OFFN
was engels a kike,1,0,0,1,0,1,0,0,0,HATE
and the chinaman will eat both,0,0,1,1,1,0,0,0,0,OFFN
i showed my mom my main hoe cuz i m on a walk w her and she said we d have cute kids like no ma am he a hoe not a bf bye,0,0,1,1,0,0,0,0,1,OFFN
sleep is difficult with jews trying to get america to war for israel against iran that seems to be back burner now thank god though i will not have a truly good night sleep until all semites moslem and jew alike are neutered for good,1,0,0,1,0,1,0,0,0,HATE
stop blaming niggers and women for what is obviously being caused by russian hackers,1,0,0,1,1,0,1,0,0,HATE
hunger games with little niglet babies,1,0,0,1,1,0,0,0,0,HATE
white supremacists are forming global networks much as jihadis did prior to and are learning from jihadi tactics the brief said,0,1,0,0,0,0,0,0,1,NOT
dis nigga called us coons and niggers with a er am i missing something lmao,0,1,0,1,0,0,0,0,1,NOT
i call anyone a nazi who is a racist white nationalist it not that abstract,0,1,0,1,0,0,0,0,1,NOT
btw can i just say voting in washington is a fucking dream every state should do this,0,1,0,1,0,0,0,1,0,NOT
superman was written by a kike about his fantasy of smashing fascists kek just fyi,1,0,0,1,0,1,0,0,0,HATE
he would have been wise enough to know them by their fruits just like the inquisition had no power over the jews who fled spain without their ill gotten gains from selling white x tian slaves to moslems only jews who pretended to be rich x tians,0,0,1,1,0,1,0,0,0,OFFN
this faggot vegan on dr phil yesterday is your typical urban cuck who votes for the national liberal party in your country gabfam speakfreely,1,0,0,1,0,0,1,1,0,HATE
i like how mexicans just call all asians chino very efficient saves time,0,1,0,1,1,0,0,0,0,NOT
yeah that one was special he got really mad at people that called him out on it too it a common kike tactic that the ragheads picked up on too,1,0,0,1,0,1,0,0,0,HATE
and all white onions should be caramelized yeah i said it,0,1,0,1,0,0,0,0,1,NOT
facts lol that nigger came for me on here,1,0,0,1,1,0,0,0,0,HATE
alex jones is falsely reporting that franks did not want to have sex with the women he tried to pay to be surrogate mothers,0,1,0,1,0,0,0,1,0,NOT
sorry had some things to do what a load of ra ra beaner bullshit i thought little dude was funny then he outs his own i d what a fucking tard talk about low level punk troll,1,0,0,1,1,0,0,0,0,HATE
i m so sorry you and your wife had to endure that racism not all white people are like that ignore the ignorant,0,1,0,0,0,0,0,0,1,NOT
is this why kale is popular now because it clears out your shit shaft i did not know it was queer food,0,0,1,1,0,0,1,0,0,OFFN
i realize something about myself after hearing some white nationalists talk i reflected on my past and realized ever since i was young i was attracted to asians,0,1,0,1,1,0,0,0,0,NOT
based poland will deploy the shrike force nigger cleanup robots,1,0,0,1,1,0,0,0,0,HATE
most women will ne raped savagely during war times,0,1,0,1,0,0,0,0,1,NOT
barry o with crazy mohammedan louie farakhan rubbing elbows with the guys that openly say they want to kill all white people and enslave the world,0,1,0,1,0,0,0,0,0,NOT
you are going over board for a faggot you are on the left torrid ton a fag enabler he enjoying being part of what is now apparently the lastest fad on gab fag enabling my low the gag gift that keeps on giving,1,0,0,1,0,0,1,0,0,HATE
white suprematists will escalate to coordinating the killing of immigrants and poc with impunity,0,1,0,1,1,0,0,1,0,NOT
mike always kill all the culture outfits,0,1,0,1,0,0,0,0,1,NOT
note how all the blacks africans wetbacks goatfuckers and queers want to endlessly bitch and cry about how oppressed they are in our white supremacist countries but they never want to leave why is that i wonder showthemthedoor deportthemall,1,0,0,1,1,0,1,0,0,HATE
get the muslin kids to say jesus is the one and only son of god then you will see muslim outrage,0,0,1,0,0,1,0,0,0,OFFN
i think our president is brilliant why are women such brainlets,0,0,1,1,0,0,1,0,0,OFFN
yes because a name determines who is a kike and who is not obviously i am just as much a full blooded german as my great granduncle and namesake,1,0,0,1,0,1,0,0,0,HATE
so according to sky news any italian political party who is staunchly anti immigration anti eu are neo fascists these leftie multicul moslem loving lunatics need culling or locking up in a straight jackets in reality they are the fascists,1,0,0,1,0,1,0,0,0,HATE
not to be a slut this early but i want hnd hlding,0,1,0,1,0,0,0,0,1,NOT
when someone fights for lies he never finds the balls to defend himself from the jews the people that fight for the truth become invincible this time we will fight all together against you jews acthung juden,1,0,0,1,0,1,0,0,0,HATE
we do not talk about that or the story where we find out black cat was raped,0,1,0,1,0,0,0,0,1,NOT
my brain please enjoy this dream of being stuck in a fucked up southern redneck town home to a fucked up redneck cult full of fucked up flesh monsters and watch helplessly as they massacre your entire family me upon waking up hey what the fuck,0,0,1,1,1,0,0,0,0,OFFN
remember when de used a cardboard box to hold all his shoes fuck that guy,0,1,0,1,0,0,0,0,1,NOT
liz truss is a fucking disgrace,0,1,0,1,0,0,0,0,1,NOT
i wonder how many tiny home enthusiasts still call poor people living in mobile homes trailer trash while missing the irony completely,0,1,0,1,0,0,0,0,1,NOT
allison was such a weak bitch just ew,0,1,0,1,0,0,0,0,1,NOT
nothing in this photo violates any laws however i do see you reposting advocacy of violence in your timeline so i am going to chalk it up as you being another fed,0,1,0,1,0,0,0,0,1,NOT
but you re ok with palestinians killing their own people very nazi of you,0,0,1,1,0,0,0,0,0,OFFN
rapping is fucking retarded do not know how i did it when i was younger,0,0,1,1,0,0,0,0,1,OFFN
good question if i have not eaten already i would of been triggered into getting one right now however that can wait tomorrow mm the one pizza you know a sand nigger will not make touch,1,0,0,1,1,0,0,0,0,HATE
yeah you better show alittle more than what islam promotes and does do not see hordes of jews burning christians and preforming honor killings,0,0,1,1,0,1,0,0,0,OFFN
watching unbelievable netflix the rapist has a copy of the ethical slut unbelievable,0,1,0,1,0,0,0,0,1,NOT
our muslim terrorist treasonous arab ass kissing state dept is making sure that trump will not do this after all kissing arab and muslim ass is far more important than us national security,0,0,1,1,1,1,0,0,0,OFFN
more than french towns battle floodwaters as river seine is set to reach peak tonight closing roads and schools and evacuating hospitals in underwater paris hey maybe they can permanently evacuate gillions of invading barbarian muslimes,1,0,0,1,0,1,0,0,0,HATE
what about us white arabs,0,1,0,0,1,0,0,0,0,NOT
do you accept barack obama as your white brother meghan markle as your white sister and yet your step brother or step sister is treated as your bio family right we accept them as part of black fam but most caucasians do not accept half whites as white fam sad,0,1,0,0,0,0,0,0,0,NOT
i have change and love everyone even your gay nazis whitesupreamist so jesus says turn your cheeks but i still turn back and fuck that asshole up lmfao,0,0,1,1,0,0,0,0,1,OFFN
i attempted to neck a bird last and she turned out to be a lesbian and pied me so in retaliation those basket ball dykes can fuck off tweet it fair play,0,1,0,1,0,0,0,0,1,NOT
you re ghetto stfu,0,0,1,1,0,0,0,0,0,OFFN
remember the jews killed jesus n if you don t watch ya back they will kill you too,1,0,0,1,0,1,0,0,0,HATE
one thing you can count on are the beaner men giving us a pinata full of lurid sex scandals thanks mexico,1,0,0,1,1,0,0,0,0,HATE
eid is only for muslim you idiot shut the fuck up with ur exmuslim,0,0,1,1,0,1,0,0,0,OFFN
you bitches are retarded learn your self worth stop trying to come for the female and correct your wack ass man,0,1,0,1,0,0,0,0,1,NOT
again none of your bullshit has changed anything if anything the jews are more powerful since you idiots started yapping years back,0,0,1,1,0,1,0,0,0,OFFN
you really think i a going t waste my time on this antisemitic trope mein little nazi you lost get over it arablies i am an expert on nazilies and their mental affliction srael rising why not have a day of rage like the arabs do,0,0,1,1,1,0,0,0,0,OFFN
jews are surrounding the americans with the muslim refugees created by the wars instigated by israel with its hatenews about everyone that is not a jew,1,0,0,0,0,1,0,0,0,HATE
it the most accurate poll on the issue and this goathumper knows it whenever the left can not counter with facts they just try to attack the messenger it stupid impotent desperate and does not work,0,0,1,1,0,0,0,0,1,OFFN
most americans had no idea how corrupt until the lying muzrat traitor usurped the presidency,0,0,1,1,0,0,0,0,0,OFFN
women are just better ppl than men period still rather be a guy but yeh you all dope thx,0,1,0,0,0,0,0,0,1,NOT
is not it interesting how jews have been the driving force behind both communism and libertarianism two supposed opposites they are in fact two sides of the same satanic shekel,1,0,0,1,0,1,0,0,0,HATE
but you said you like guys that what gays do,0,0,1,1,0,0,1,0,0,OFFN
just me this is america we have enough to handle right now i love these people demanding things in america islam demands jews demand no americans will end islam they know it is coming wow,0,0,1,0,0,1,0,0,0,OFFN
they will pull laws out they ass to let them white cops get away with murder,0,1,0,1,0,0,0,0,1,NOT
hope shuts up the tech robber barons like he shut up the lying media do not believe their lies about needing to replace us stem workers with immigrants who work hr days for mcdonald level wages,0,1,0,1,0,0,0,1,0,NOT
let all give thanks to our military men and women who keep our country safe thank you usa americafirst maga,0,1,0,1,0,0,0,0,1,NOT
trump is white trash it embarrassing that anyone is lying on his behalf,0,0,1,1,1,0,0,0,0,OFFN
bored of the gay site gn,0,1,0,1,0,0,1,0,0,NOT
i am part potato nigger so i am not welcome here anymore i have to go back,1,0,0,1,1,0,0,0,0,HATE
shifty jew changes his mind decides he really a retarded nigger,0,0,1,1,1,1,0,0,0,OFFN
snoop dogg says any black entertainers who perform at trump inauguration are uncle toms just more prove that blacks must act think talk like niggers or they have their ethnicity revoked by the ghetto trash who refuse to evolve,1,0,0,1,1,0,0,0,0,HATE
christians fail to explain how this harms them though it harms us when you faggots behave like the disease vector pedophiling murderous raping druggie shiteating conscienceless prog degenerate scum that you are aids is proof that god hates fags,1,0,0,1,0,0,1,0,0,HATE
i got a shooter on my right just in case a bitch try do me wrong,0,0,1,1,0,0,1,0,0,OFFN
italian niggas call they dick the poozingi,0,1,0,1,0,0,0,0,1,NOT
even the best of the goyim slur for non jews hebrew word for cattle should all be killed the jew talmud if you rail against the raghead koran but remain silent about the kikes holy filth you are just a jewtool,1,0,0,1,1,1,0,0,0,HATE
crazy man really dumb stuff soon it will be illegal to say anything bad to another person as i understand if you call foreign person and illegal alien you will be fined k,0,1,0,0,0,0,0,1,0,NOT
because why beg when it niggas out here begging me,0,1,0,1,0,0,0,0,1,NOT
in liberal utopias everybody is an exception everybody is amazing all things are equal no matter what the only blanket statement to be made is that blanket statements are bad and the only exception to everyone being amazing is that white men as a blanket statement are all evil,0,0,1,1,0,0,0,0,0,OFFN
it does amuse me that they can dish it out all day but they can not take it especially that faggot has zero testicular fortitude,0,0,1,1,0,0,1,0,0,OFFN
if your one of those cunts blocking up the petrol garages so you can get a free costa coffee your a cunt,0,0,1,1,0,0,1,0,0,OFFN
op is a stupid nigger incapable of learning to archive,1,0,0,1,1,0,0,0,0,HATE
this of course is just donald trump charming kike son in law helping out the don with d ultra hi res techni colour chess you will have to admit it sooner or later america trump was controlled opposition against clinton,1,0,0,1,0,1,0,0,0,HATE
anyone that stands with sand niggers over america is a piece of shit that all,0,0,1,1,1,0,0,0,0,OFFN
see observe this is a gaslight even though you lost goyim niggers are still your best friends,0,0,1,1,1,0,0,0,0,OFFN
murders in chicago this year by nazis,0,0,1,1,0,0,0,0,1,OFFN
white students allegedly pin down black girl forcefully cut her nappy dreadlocks fake news media where is new headline mentally ill black girl lied about being attacked by white boys amari allen,0,1,0,1,0,0,0,0,1,NOT
ariana this girl been stealing my songs man wtf everglow and stop being stingy bitch,0,0,1,1,0,0,1,0,0,OFFN
fuck fortnite all my homies hate fortnite yo i fucking hate this piece of shit game they they brought back the light sabers fuck,0,1,0,1,0,0,0,0,1,NOT
well you guys have moved on from twp and are attacking cantwell and paul nehlen now who next american nationalist you want to come at me too do you fucking cunts even attack jews once,0,1,0,1,0,0,0,0,0,NOT
my dad a weird ass bitch,0,1,0,1,0,0,0,0,1,NOT
until you are arrested by one group of vile creatures british police and thrown in prison where you are then raped by the other group of vile creatures,0,0,1,1,0,0,0,0,1,OFFN
at least he is human kike rat,1,0,0,1,0,1,0,0,0,HATE
maybe tucker carlson is not on fox tonite cuz president trump sent him to korea to beat the fucking shit out of that fat little gook rocket man,1,0,0,1,1,0,0,0,0,HATE
istanbul islam is a plague they will tell you it a lonewolf it has nothing to do with islam etc etc etc bs name one country run by islam that gives women equal rights and gays any rights i will wait of course the answer is zero because islam is intolerant,1,0,0,1,0,1,0,0,0,HATE
whoever books the halftime show you had one job,0,1,0,1,0,0,0,0,1,NOT
lol i got a not my gubner and not my senator plural here in minnesota until i moved that commie nigger ellison was my congressional rep fml there is no real political solution in this state for anyone right of trotsky,1,0,0,1,1,0,0,0,0,HATE
news youtube just showed a reporter interviewing supposed syrian women begging for money on the streets in france they turned out to be romanian gypsies who dressed in moslem outfits had learned a few arab phrases to say they were from aleppo syria google gypsy village buzesku,0,1,0,1,0,0,0,0,1,NOT
seriously you look at a video about how you can buy african niglets on chinese ebay you question the guys hair,1,0,0,1,1,0,0,0,0,HATE
when i say jew like i mean i read and think and i do not change positions like all you christian conservative faggots even if you call yourself racialists most of you really are just another whitewashed mewling christian cuntservative,1,0,0,1,0,1,1,0,0,HATE
msm and abc are playing the race card but it is really the fact roseanne linked valerie jarrett to the muzrat brotherhood,0,0,1,1,0,1,0,0,0,OFFN
gab fam leaky weiner speak freely if you do not think nigger obama will pardon that crooked old lady you are kidding yourself classifiedinfomatters,1,0,0,1,1,0,0,0,0,HATE
i wish that i felt that way you are a better person i am so angry that he is in that historic place and what it means to most americans i will i can think of is white trash does not belong there,0,0,1,0,1,0,0,0,0,OFFN
it sounds just like justice mixed with white tears,0,1,0,0,1,0,0,0,0,NOT
good percentage of them are greasy pakis on dole now so no stress and income for life,1,0,0,1,0,0,0,0,0,HATE
ahh yes the ghettos i forgot those he meant white people,0,1,0,1,1,0,0,0,0,NOT
i fucking hate you jim,0,0,1,1,0,0,0,0,1,OFFN
if ca stopped paying out in tax dollars for illegal aliens there d be plenty of money to help homeless us citizens,0,1,0,1,0,0,0,0,1,NOT
i only watch porn that has a white cop shooting niggers or beating them with nightsticks or tasers,1,0,0,1,1,0,0,0,0,HATE
oh god clippy how i hate that thing it was a like a retarded version of siri or cortana but every bit as annoying to get rid of,0,1,0,1,0,0,0,0,1,NOT
there raped and molested boys put on child support i kid you not,0,1,0,1,0,0,0,0,1,NOT
literally every single fucking time it still honestly surprises me any time i find something that evil anti white or anti western civilization there is always always a fucking kike involved,1,0,0,1,0,1,0,0,0,HATE
the nigger taboo can be broken easily it just requires someone in the public to stand up to it trump has to not back down on this though he got to remember we have got his back approval will take a hit at first then rise again,1,0,0,1,1,0,0,0,0,HATE
me literally dyke and faggot do not offend me straight white boy probably named caleb bro ur a faggot me first of all,0,1,0,1,0,0,0,0,0,NOT
where do i get news about the possible recount drudge is not putting up links about it being the filthy kike he is,1,0,0,1,0,1,0,0,0,HATE
call a kike or say hes a hero and he can not trip over himself fast enough to give you a platform but if you give him the suggestion perhaps he fundraise for charity to actually help child trafficking victims and you will hear such a profound silence,1,0,0,1,0,1,0,0,0,HATE
yes it was them evil dirty white southerners who were responsible for slavery aye kike,1,0,0,1,0,1,0,0,0,HATE
halifax a muzzie boy choked a grade girl in the school yard this was retracted censored re written re released to cover up the problems with immigrants media msm is not allowed to tell you canada calgary edmonton vancouver winnipeg regina halifax toronto montreal saskatoon victoria,0,0,1,1,0,1,0,0,0,OFFN
lost lots of dads already this year to abusive women i am done crying,0,1,0,0,0,0,1,0,0,NOT
or do they assume the niggers do not have the funds for that,1,0,0,1,1,0,0,0,0,HATE
remove all muslims and niggers and kikes from the united states of america this is the appropriate response to what these animals have been doing to human beings,1,0,0,1,1,1,0,0,0,HATE
and the domestic violence doer beat the racist and they both earned millions for a single match of a pointless sport now back to our regularly scheduled lives,0,1,0,0,0,0,0,0,1,NOT
as if only eating pussy is what makes someone a lesbian,0,1,0,1,0,0,1,0,0,NOT
pewdiepie has no spine and is at the very least nazi adjacent he definitely is part of the pipeline and that assessment still stands,0,1,0,1,0,0,0,1,0,NOT
to all my asians y all still saying the n word or are we going to have to box,0,1,0,0,1,0,0,0,0,NOT
white supremacy is so mentally poisonous that a victim of it like can dismiss it still irrationally focus on immigrants as a threat,0,1,0,0,0,0,0,0,1,NOT
new law called the hillsborough law must be used first for the cover up by pms mps councillors social services police over the rape of million white children raped by paki muslims,0,0,1,1,0,0,0,0,0,OFFN
but they are not coming from a place of constructive criticism they are complaining about how boys have pockets they do not which is absolutely retarded i actually design clothing for a living so i will tell you why women pants pockets are so shitty women just do not,0,0,1,1,0,0,1,0,0,OFFN
not supposed to say the n word if you are white screw that if this angry bitch is not a nigger than what is that right i asked what not who,1,0,0,1,1,0,1,0,0,HATE
i am fed up w this nigger,1,0,0,1,1,0,0,0,0,HATE
jhen aiko and big sean relationship is something i never want in my life that level of indecisiveness is ghetto,0,1,0,1,0,0,0,0,0,NOT
in mn that would be blacks and mudslime because that is who amazon is sending into white suburban neighborhoods i am surprised whites have not sued over discrimination in hiring because i do not see any hired,0,0,1,1,1,1,0,0,0,OFFN
defending sand niggers top kek and you are for whites you are no better than the jews m8,1,0,0,1,1,1,0,0,0,HATE
in bk watching a nigger try to get free food i had come here yesterday and akst fa a chicken sahwits and it wunt fresh wuhih dooda get a good one talk to a managa sum black manager behind the counter i getchyu one mah du hole up,1,0,0,1,1,0,0,0,0,HATE
this is what the demonrats do they incite violence and then use it as a platform to take our guns away good thing we are not as stupid as they are and can see through this thinly veiled plot,0,1,0,1,0,0,0,0,1,NOT
look at the price of shit in it is bitch,0,0,1,1,0,0,0,0,1,OFFN
there are a lot of hunters in south texas declare a wetback season and the hunters will take care of things,1,0,0,1,1,0,0,0,0,HATE
more like authocratism the chinese are no facists but they would be on this like flies on a shit,0,1,0,1,0,0,0,0,1,NOT
please beat these white bitches up,1,0,0,1,1,0,1,0,0,HATE
the nigger deserves a punch in the face as well as hot coffee thrown in his face,1,0,0,1,1,0,0,0,0,HATE
man i hate niggers,1,0,0,1,1,0,0,0,0,HATE
only boer farmers are welcome the suburban white population initiated this holocaust on themselves they would only come here for the rainbow flags and abundant niggerdick,1,0,0,1,1,0,1,0,0,HATE
y all hoes really lurking,0,0,1,1,0,0,1,0,0,OFFN
say fellas did somebody mention the door to darkness camera pans to a black coat clad mickey mouse,0,1,0,1,0,0,0,0,1,NOT
this article could be used to create a gab kike bingo game sheet similar to this dindu twitter board,1,0,0,1,0,1,0,0,0,HATE
let see some of you zealot commenters volunteer to house the illegal aliens,0,0,1,1,0,0,0,1,0,OFFN
women have spontaneous multiple orgasms when they see a woman better looking than themselves insulted they love that more than damn near anything,0,0,1,1,0,0,1,0,0,OFFN
serve her right for selling muzrat teatowel head coverings if you pander to these scum in any way at all then you have no right to whinge or moan about the shit they do,1,0,0,1,1,1,0,0,0,HATE
are ps4 faggots still mad that the best game atlus will ever make is tokyo mirage sessions yeah they mad mad is the only ps4 exclusive,0,1,0,1,0,0,0,0,1,NOT
any last words before you join your fellow kike trolls on my mutes list go ahead rube now your chance make it count post something really smart mouth this time,1,0,0,1,0,1,0,0,0,HATE
a nigga really raped ody that shit is really irking my shit,0,1,0,1,0,0,0,0,1,NOT
just like saying it good people on both sides when referring to nazis that a direct promotion of fascism disclosure,0,1,0,1,0,0,0,0,0,NOT
trump erroneously presented the total number of aliens in the country million as the number of illegal aliens in this country,0,1,0,1,0,0,0,1,0,NOT
wmsbg r mordche fried making tenoiyem tonight of his son michoel aron in pupa kidish hall,0,1,0,1,0,0,0,0,1,NOT
my academia nerd self is here for speaking about using research to inform gun violence policy,0,1,0,0,0,0,0,0,1,NOT
brian ross suspension people lost money sorry but ziltch any sympathy those retarded enough to panic sell off shoudln t invest if they panicked over that they d ve lost it all later anyhow armaggedons can really occur but not everything armaggedon either concern but not actionable panic,0,1,0,1,0,0,0,0,1,NOT
nothin c here buncha coons lining up free stuff,0,0,1,1,1,0,0,0,0,OFFN
he wants a white ethnostate and thinks that the holocaust did not happen and that the jew globalists control everything,0,0,1,1,0,1,0,0,0,OFFN
these muhfuckas being ungrateful like a dirtyass nigger werd,1,0,0,1,1,0,0,0,0,HATE
naseeruddinshah is right and should preach this to rohingya muslims who desperately seeking shelter in intolerant india,0,1,0,1,0,1,0,1,0,NOT
you nigger faggot a war is coming you and your subhuman brethren will not survive it,1,0,0,1,1,0,1,0,0,HATE
mohamed didn t keep any slaves you nazi bigot mohamed and islam are a religion of peace blacklivesmatteruk,0,0,1,1,0,1,0,0,0,OFFN
this illegal alien just raped a child luciano trejo dominguez,0,1,0,1,0,0,0,0,1,NOT
sleeping alone is so ghetto i hate that shit,0,1,0,1,0,0,0,0,1,NOT
she looks like a something trailer trash single mother of,0,0,1,1,0,0,0,0,1,OFFN
